area,plot,date,day,observer,post_id,tree_id,species,position,nfwm,fwm,og,t,rb,sh,uk,totalcats,totalwm,wb,uknotes
extra,extra1,27/05/2023,147,fc,l4,l4_oaka,oak,15,1,6,5,4,8,0,0,24,7,0,frass:1og
extra,extra1,27/05/2023,147,fc,l4,l4_ash,ash,16,0,0,0,0,3,1,0,4,0,0,NA
extra,extra1,27/05/2023,147,fc,l4,l4_beech,beech,17,2,10,1,0,0,0,0,13,12,0,NA
extra,extra1,27/05/2023,147,fc,l4,l4_sycamore,sycamore,18,2,12,5,0,4,0,0,23,14,0,NA
extra,extra1,27/05/2023,147,fc,l4,l4_hazel,hazel,19,1,7,1,1,5,2,0,17,8,0,NA
extra,extra1,27/05/2023,147,fc,l4,l4_oakb,oak,20,1,13,0,1,9,0,0,24,14,0,NA
extra,extra1,27/05/2023,147,fc,l4,l4_oakc,oak,21,4,26,4,1,11,1,0,47,30,0,NA
extra,extra1,27/05/2023,147,fc,l4,l4_birch,birch,22,2,12,0,0,7,1,0,22,14,0,NA
extra,extra1,27/05/2023,147,fc,l3,l3_hazel,hazel,23,9,21,3,2,4,0,0,39,30,0,NA
extra,extra1,27/05/2023,147,fc,l3,l3_oaka,oak,24,6,31,1,3,10,0,1,52,37,0,NA
extra,extra1,27/05/2023,147,fc,l3,l3_oakb,oak,25,10,21,5,2,9,0,0,47,31,0,NA
extra,extra1,27/05/2023,147,fc,l3,l3_birch,birch,26,8,2,1,1,4,2,0,18,10,0,NA
extra,extra1,28/05/2023,148,ar,k9,k9_oaka,oak,1,4,0,2,0,0,0,0,6,4,0,NA
extra,extra1,28/05/2023,148,ar,k9,k9_oakb,oak,2,11,0,0,1,6,0,0,18,11,0,NA
extra,extra1,28/05/2023,148,ar,k9,k9_sycamore,sycamore,3,0,0,2,0,0,0,0,2,0,0,NA
extra,extra1,28/05/2023,148,ar,k9,k9_hazel,hazel,4,22,0,1,0,2,0,0,25,22,0,NA
extra,extra1,28/05/2023,148,ar,k9,k9_ash,ash,5,6,0,3,0,4,0,0,13,6,0,NA
extra,extra1,28/05/2023,148,ar,k9,k9_oakc,oak,6,25,0,17,0,3,0,0,45,25,0,NA
extra,extra1,28/05/2023,148,ar,l3,l3_sycamore,sycamore,7,5,0,2,0,1,0,0,8,5,0,NA
extra,extra1,28/05/2023,148,ar,l3,l3_oakc,oak,8,11,0,3,0,3,0,0,17,11,0,NA
extra,extra1,28/05/2023,148,ar,l3,l3_ash,ash,9,0,0,0,0,0,0,0,0,0,0,NA
extra,extra1,30/05/2023,150,lm,l9,l9_hazel,hazel,1,3,2,2,0,0,0,0,7,5,0,NA
extra,extra1,30/05/2023,150,lm,l9,l9_sycamore,sycamore,2,3,4,2,0,1,0,0,10,7,0,NA
extra,extra1,30/05/2023,150,lm,l9,l9_ash,ash,3,5,2,5,0,1,0,0,13,7,0,NA
extra,extra1,30/05/2023,150,lm,l9,l9_oaka,oak,4,8,3,9,0,2,2,0,24,11,0,NA
extra,extra1,30/05/2023,150,lm,l9,l9_oakb,oak,5,9,5,9,0,6,0,0,29,14,0,NA
extra,extra1,30/05/2023,150,lm,l9,l9_oakc,oak,6,8,1,1,0,6,0,0,16,9,0,NA
extra,extra1,30/05/2023,150,lm,l8,l8_oakc,oak,7,0,2,0,0,1,0,0,3,2,0,NA
extra,extra1,30/05/2023,150,lm,l8,l8_oakb,oak,8,27,10,11,0,5,0,0,53,37,0,NA
extra,extra1,30/05/2023,150,lm,l8,l8_oaka,oak,9,0,4,4,0,4,0,0,12,4,0,NA
extra,extra1,30/05/2023,150,lm,l8,l8_sycamore,sycamore,10,3,1,3,0,9,0,0,16,4,0,NA
extra,extra1,30/05/2023,150,lm,l8,l8_ash,ash,11,0,1,0,0,3,0,0,4,1,0,NA
extra,extra1,30/05/2023,150,lm,l8,l8_beech,beech,12,0,0,1,0,1,0,0,2,0,0,NA
extra,extra1,30/05/2023,150,lm,l8,l8_hazel,hazel,13,3,2,2,0,4,0,0,11,5,1,NA
extra,extra1,30/05/2023,150,lm,l8,l8_birch,birch,14,0,2,1,0,1,0,0,4,2,1,NA
extra,extra1,30/05/2023,150,lm,l4,l4_oaka,oak,15,4,0,1,1,10,0,0,16,4,0,NA
extra,extra1,30/05/2023,150,lm,l4,l4_ash,ash,16,0,0,2,0,1,0,0,3,0,0,NA
extra,extra1,30/05/2023,150,lm,l4,l4_beech,beech,17,3,1,0,0,2,0,0,6,4,0,NA
extra,extra1,30/05/2023,150,lm,l4,l4_sycamore,sycamore,18,2,2,3,0,2,1,0,10,4,0,NA
extra,extra1,30/05/2023,150,lm,l4,l4_hazel,hazel,19,1,2,1,0,2,0,0,6,3,0,NA
extra,extra1,30/05/2023,150,lm,l4,l4_oakb,oak,20,6,7,3,0,2,1,0,19,13,0,NA
extra,extra1,30/05/2023,150,lm,l4,l4_oakc,oak,21,11,2,6,0,1,0,0,20,13,0,NA
extra,extra1,30/05/2023,150,lm,l4,l4_birch,birch,22,3,3,1,0,6,1,0,14,6,0,NA
extra,extra1,30/05/2023,150,lm,l3,l3_hazel,hazel,23,1,1,1,0,2,0,0,5,2,0,NA
extra,extra1,30/05/2023,150,lm,l3,l3_oaka,oak,24,1,2,6,0,4,1,0,14,3,0,NA
extra,extra1,30/05/2023,150,lm,l3,l3_oakb,oak,25,10,2,9,0,6,1,0,28,12,0,NA
extra,extra1,30/05/2023,150,lm,l3,l3_oakc,oak,26,7,2,7,1,7,0,0,24,9,0,NA
extra,extra1,30/05/2023,150,lm,l3,l3_birch,birch,27,3,1,2,0,1,0,0,7,4,0,NA
extra,extra1,30/05/2023,150,lm,l3,l3_ash,ash,28,1,3,1,0,6,0,0,11,4,0,NA
extra,extra1,30/05/2023,150,lm,l3,l3_sycamore,sycamore,29,1,5,0,0,0,0,0,6,6,0,NA
extra,extra1,30/05/2023,150,lm,k9,k9_oaka,oak,30,3,3,0,0,1,1,0,8,6,0,NA
extra,extra1,30/05/2023,150,lm,k9,k9_oakb,oak,31,3,1,0,0,3,0,0,7,4,0,NA
extra,extra1,30/05/2023,150,lm,k9,k9_sycamore,sycamore,32,0,1,0,0,0,0,0,1,1,0,NA
extra,extra1,30/05/2023,150,lm,k9,k9_hazel,hazel,33,0,2,0,0,0,0,0,2,2,0,NA
extra,extra1,30/05/2023,150,lm,k9,k9_ash,ash,34,5,2,1,0,0,0,0,8,7,0,NA
extra,extra1,30/05/2023,150,lm,k9,k9_oakc,oak,35,21,6,2,0,3,0,0,32,27,2,NA
extra,extra1,05/06/2023,156,ch,l9,l9_ash,ash,1,0,6,2,0,6,0,0,14,6,0,NA
extra,extra1,05/06/2023,156,ch,l9,l9_oakc,oak,2,11,5,3,0,6,0,2,27,16,0,NA
extra,extra1,05/06/2023,156,ch,l8,l8_sycamore,sycamore,3,7,3,4,0,12,0,0,26,10,0,NA
extra,extra1,05/06/2023,156,ch,l8,l8_beech,beech,4,0,1,0,0,4,0,0,5,1,0,NA
extra,extra1,05/06/2023,156,ch,l4,l4_beech,beech,5,0,1,1,1,5,0,0,8,1,0,NA
extra,extra1,05/06/2023,156,ch,l4,l4_ash,ash,6,1,1,0,0,0,0,0,2,2,0,NA
extra,extra1,05/06/2023,156,ch,l3,l3_hazel,hazel,7,5,8,2,0,2,0,0,17,13,0,NA
extra,extra1,05/06/2023,156,ch,l3,l3_ash,ash,8,3,4,1,0,1,0,0,9,7,0,NA
extra,extra1,05/06/2023,156,ch,l3,l3_sycamore,sycamore,9,0,2,0,0,1,0,0,3,2,0,NA
extra,extra1,05/06/2023,156,ch,k9,k9_sycamore,sycamore,10,0,0,0,0,2,0,0,2,0,0,NA
extra,extra1,05/06/2023,156,ch,k9,k9_ash,ash,11,2,6,1,0,4,0,0,13,8,0,NA
extra,extra1,05/06/2023,156,gl,l9,l9_sycamore,sycamore,1,2,2,8,0,0,0,0,12,4,2,NA
extra,extra1,05/06/2023,156,gl,l9,l9_oakb,oak,2,6,2,9,0,2,0,0,19,8,0,NA
extra,extra1,05/06/2023,156,gl,l8,l8_oakb,oak,3,20,9,12,0,3,0,0,44,29,0,NA
extra,extra1,05/06/2023,156,gl,l8,l8_ash,ash,4,2,1,3,0,3,0,0,9,3,1,NA
extra,extra1,05/06/2023,156,gl,l8,l8_hazel,hazel,5,3,1,15,0,5,0,0,24,4,1,NA
extra,extra1,05/06/2023,156,gl,l4,l4_sycamore,sycamore,6,5,0,4,0,4,0,0,13,5,0,NA
extra,extra1,05/06/2023,156,gl,l4,l4_oakb,oak,7,6,0,5,0,2,0,0,13,6,0,NA
extra,extra1,05/06/2023,156,gl,l4,l4_birch,birch,8,2,1,1,0,4,0,0,8,3,0,NA
extra,extra1,05/06/2023,156,gl,l3,l3_oaka,oak,9,10,0,5,1,4,0,0,20,10,1,NA
extra,extra1,05/06/2023,156,gl,l3,l3_oakb,oak,10,3,0,5,0,0,0,0,8,3,0,NA
extra,extra1,05/06/2023,156,gl,k9,k9_oaka,oak,11,5,0,1,0,2,0,0,8,5,0,NA
extra,extra1,05/06/2023,156,gl,k9,k9_oakb,oak,12,5,0,3,0,3,0,0,11,5,1,NA
extra,extra1,05/06/2023,156,gl,k9,k9_oakc,oak,13,7,0,7,0,4,0,0,18,7,1,NA
extra,extra1,05/06/2023,156,lm,l9,l9_hazel,hazel,1,2,3,2,0,1,0,0,8,5,0,NA
extra,extra1,05/06/2023,156,lm,l9,l9_oaka,oak,2,5,2,4,0,5,0,0,16,7,0,NA
extra,extra1,05/06/2023,156,lm,l8,l8_oakc,oak,3,0,4,1,0,0,0,0,5,4,0,NA
extra,extra1,05/06/2023,156,lm,l8,l8_oaka,oak,4,4,5,2,1,4,0,0,16,9,0,NA
extra,extra1,05/06/2023,156,lm,l8,l8_birch,birch,5,1,3,3,0,3,1,0,11,4,1,NA
extra,extra1,05/06/2023,156,lm,l4,l4_oaka,oak,6,1,0,2,0,2,0,0,5,1,3,NA
extra,extra1,05/06/2023,156,lm,l4,l4_hazel,hazel,7,1,0,0,0,2,0,1,4,1,0,1yellow
extra,extra1,05/06/2023,156,lm,l4,l4_oakc,oak,8,4,0,1,1,4,0,0,10,4,0,NA
extra,extra1,05/06/2023,156,lm,l3,l3_oakc,oak,9,4,3,2,0,2,0,0,11,7,1,NA
extra,extra1,05/06/2023,156,lm,l3,l3_birch,birch,10,1,3,3,0,2,1,0,10,4,0,NA
extra,extra1,05/06/2023,156,lm,k9,k9_hazel,hazel,11,3,3,0,0,1,0,0,7,6,0,NA
extra,extra1,08/06/2023,159,ch,l9,l9_hazel,hazel,1,0,1,1,0,2,0,1,5,1,0,NA
extra,extra1,08/06/2023,159,ch,l9,l9_oakc,oak,2,1,0,0,0,2,1,0,4,1,0,NA
extra,extra1,08/06/2023,159,ch,l8,l8_oakb,oak,3,4,0,2,0,4,1,0,11,4,0,NA
extra,extra1,08/06/2023,159,ch,l8,l8_sycamore,sycamore,4,1,1,1,0,1,0,0,4,2,0,NA
extra,extra1,08/06/2023,159,ch,l8,l8_hazel,hazel,5,1,0,0,0,0,0,0,1,1,2,NA
extra,extra1,08/06/2023,159,ch,l8,l8_beech,beech,6,0,0,0,0,0,0,0,0,0,0,NA
extra,extra1,08/06/2023,159,ch,l4,l4_oaka,oak,7,1,0,1,0,1,0,0,3,1,0,NA
extra,extra1,08/06/2023,159,ch,l4,l4_ash,ash,8,0,0,0,0,1,0,0,1,0,0,NA
extra,extra1,08/06/2023,159,ch,l4,l4_oakc,oak,9,0,0,0,0,2,0,0,2,0,1,NA
extra,extra1,08/06/2023,159,ch,l3,l3_oaka,oak,10,1,0,0,0,0,1,0,2,1,0,NA
extra,extra1,08/06/2023,159,ch,l3,l3_hazel,hazel,11,0,0,1,0,0,0,0,1,0,0,NA
extra,extra1,08/06/2023,159,ch,l3,l3_oakb,oak,12,2,1,3,0,0,0,0,6,3,0,NA
extra,extra1,08/06/2023,159,ch,k9,k9_oaka,oak,13,0,0,0,0,0,0,0,0,0,0,NA
extra,extra1,08/06/2023,159,ch,k9,k9_sycamore,sycamore,14,0,0,0,0,0,0,0,0,0,0,NA
extra,extra1,08/06/2023,159,ch,k9,k9_hazel,hazel,15,2,0,1,0,0,0,0,3,2,0,NA
extra,extra1,08/06/2023,159,ch,k9,k9_ash,ash,16,0,0,0,0,1,0,0,1,0,0,NA
extra,extra1,08/06/2023,159,lm,l9,l9_oaka,oak,1,1,1,1,0,2,0,0,5,2,0,NA
extra,extra1,08/06/2023,159,sk,l9,l9_sycamore,sycamore,1,1,0,1,0,0,0,0,2,1,0,NA
extra,extra1,08/06/2023,159,sk,l9,l9_ash,ash,2,1,0,0,0,0,0,0,1,1,0,NA
extra,extra1,08/06/2023,159,sk,l9,l9_oakb,oak,3,0,0,0,0,0,0,0,0,0,0,NA
extra,extra1,08/06/2023,159,sk,l8,l8_oakc,oak,4,0,2,0,0,0,0,0,2,2,0,NA
extra,extra1,08/06/2023,159,sk,l8,l8_oaka,oak,5,0,0,0,0,0,0,0,0,0,0,NA
extra,extra1,08/06/2023,159,sk,l8,l8_birch,birch,6,0,0,0,0,1,0,0,1,0,0,NA
extra,extra1,08/06/2023,159,sk,l8,l8_ash,ash,7,0,1,0,0,0,0,0,1,1,0,NA
extra,extra1,08/06/2023,159,sk,l4,l4_sycamore,sycamore,8,0,0,1,0,3,0,0,4,0,0,NA
extra,extra1,08/06/2023,159,sk,l4,l4_hazel,hazel,9,0,0,0,0,0,0,0,0,0,0,NA
extra,extra1,08/06/2023,159,sk,l4,l4_oakb,oak,10,0,0,0,0,1,0,0,1,0,0,NA
extra,extra1,08/06/2023,159,sk,l4,l4_birch,birch,11,0,0,0,0,0,0,0,0,0,0,NA
extra,extra1,08/06/2023,159,sk,l4,l4_beech,beech,12,2,0,0,0,1,0,0,3,2,0,NA
extra,extra1,08/06/2023,159,sk,l3,l3_oakc,oak,13,0,0,1,0,2,0,0,3,0,0,NA
extra,extra1,08/06/2023,159,sk,l3,l3_birch,birch,14,0,0,0,0,1,0,0,1,0,2,NA
extra,extra1,08/06/2023,159,sk,l3,l3_ash,ash,15,0,0,0,0,0,0,0,0,0,0,NA
extra,extra1,08/06/2023,159,sk,k9,k9_oakb,oak,16,0,0,0,0,1,0,0,1,0,0,NA
extra,extra1,08/06/2023,159,sk,l3,l3_sycamore,sycamore,17,0,1,0,0,0,0,0,1,1,0,NA
extra,extra1,08/06/2023,159,sk,k9,k9_oakc,oak,18,0,1,0,0,2,0,0,3,1,0,NA
extra,extra1,14/06/2023,165,ch,l9,l9_ash,ash,1,0,1,1,0,1,2,0,5,1,1,NA
extra,extra1,14/06/2023,165,ch,l9,l9_oakc,oak,2,0,0,1,0,1,0,0,2,0,0,NA
extra,extra1,14/06/2023,165,ch,l8,l8_oakc,oak,3,0,0,2,0,0,4,0,6,0,0,NA
extra,extra1,14/06/2023,165,ch,l8,l8_ash,ash,4,0,0,0,0,0,6,1,7,0,0,NA
extra,extra1,14/06/2023,165,ch,l8,l8_beech,beech,5,0,0,0,0,1,0,0,1,0,0,NA
extra,extra1,14/06/2023,165,ch,l4,l4_ash,ash,6,0,0,0,0,0,2,0,2,0,1,NA
extra,extra1,14/06/2023,165,ch,l4,l4_oakc,oak,7,0,0,2,0,3,0,1,6,0,1,NA
extra,extra1,14/06/2023,165,ch,l4,l4_birch,birch,8,0,0,1,0,1,0,0,2,0,1,NA
extra,extra1,14/06/2023,165,ch,l3,l3_oaka,oak,9,0,0,3,0,1,0,0,4,0,0,NA
extra,extra1,14/06/2023,165,ch,l3,l3_birch,birch,10,0,0,2,0,0,0,0,2,0,0,NA
extra,extra1,14/06/2023,165,ch,k9,k9_oaka,oak,11,0,0,2,0,0,1,0,3,0,0,NA
extra,extra1,14/06/2023,165,ch,k9,k9_oakc,oak,12,0,0,2,0,4,0,0,6,0,0,NA
extra,extra1,14/06/2023,165,lm,l9,l9_sycamore,sycamore,1,0,0,0,0,0,1,0,1,0,0,NA
extra,extra1,14/06/2023,165,lm,l9,l9_oaka,oak,2,0,0,0,0,0,0,0,0,0,0,NA
extra,extra1,14/06/2023,165,lm,l8,l8_oaka,oak,3,0,1,2,0,1,0,0,4,1,0,NA
extra,extra1,14/06/2023,165,lm,l8,l8_birch,birch,4,0,0,3,0,2,0,0,5,0,0,NA
extra,extra1,14/06/2023,165,lm,l8,l8_hazel,hazel,5,0,1,0,0,0,0,0,1,1,0,NA
extra,extra1,14/06/2023,165,lm,l4,l4_oaka,oak,6,0,0,0,0,0,0,0,0,0,1,NA
extra,extra1,14/06/2023,165,lm,l4,l4_sycamore,sycamore,7,0,0,2,0,2,0,0,4,0,1,NA
extra,extra1,14/06/2023,165,lm,l4,l4_oakb,oak,8,0,0,1,0,0,0,0,1,0,0,NA
extra,extra1,14/06/2023,165,lm,l3,l3_oakc,oak,9,0,0,0,0,0,0,0,0,0,1,NA
extra,extra1,14/06/2023,165,lm,l3,l3_ash,ash,10,0,0,0,0,1,0,0,1,0,0,NA
extra,extra1,14/06/2023,165,lm,l3,l3_sycamore,sycamore,11,0,0,0,0,0,0,0,0,0,1,NA
extra,extra1,14/06/2023,165,lm,k9,k9_sycamore,sycamore,12,0,0,0,0,1,0,0,1,0,0,NA
extra,extra1,14/06/2023,165,lm,k9,k9_ash,ash,13,0,0,0,0,0,1,0,1,0,0,NA
extra,extra1,14/06/2023,165,sr,l9,l9_hazel,hazel,1,0,2,2,0,0,0,0,4,2,0,NA
extra,extra1,14/06/2023,165,sr,l9,l9_oakb,oak,2,1,0,1,0,1,0,0,3,1,0,NA
extra,extra1,14/06/2023,165,sr,l8,l8_oakb,oak,3,0,0,1,0,1,0,0,2,0,0,NA
extra,extra1,14/06/2023,165,sr,l8,l8_sycamore,sycamore,4,0,1,3,0,1,0,0,5,1,0,NA
extra,extra1,14/06/2023,165,sr,l4,l4_beech,beech,5,0,0,0,0,0,0,0,0,0,1,NA
extra,extra1,14/06/2023,165,sr,l4,l4_hazel,hazel,6,0,0,0,0,1,1,0,2,0,0,NA
extra,extra1,14/06/2023,165,sr,l3,l3_hazel,hazel,7,0,0,1,0,0,0,0,1,0,0,NA
extra,extra1,14/06/2023,165,sr,l3,l3_oakb,oak,8,0,0,1,0,0,0,0,1,0,0,NA
extra,extra1,14/06/2023,165,sr,k9,k9_oakb,oak,9,0,0,1,0,0,0,0,1,0,0,NA
extra,extra1,14/06/2023,165,sr,k9,k9_hazel,hazel,10,0,1,0,0,0,0,0,1,1,0,NA
extra,extra1,20/06/2023,171,lm,l8,l8_hazel,hazel,1,0,0,0,0,1,0,0,1,0,0,NA
extra,extra1,20/06/2023,171,lm,l8,l8_ash,ash,2,0,0,1,0,0,0,0,1,0,0,NA
extra,extra1,20/06/2023,171,lm,l9,l9_hazel,hazel,3,0,0,0,0,0,0,0,0,0,0,NA
extra,extra1,20/06/2023,171,lm,l9,l9_oaka,oak,4,0,0,1,0,2,0,0,3,0,0,NA
extra,extra1,20/06/2023,171,sc,l8,l8_oaka,oak,1,0,0,0,0,1,1,1,3,0,0,NA
extra,extra1,20/06/2023,171,sc,l8,l8_oakb,oak,2,0,0,0,0,1,0,0,1,0,0,NA
extra,extra1,20/06/2023,171,sc,l8,l8_oakc,oak,3,0,0,0,0,0,0,0,0,0,0,NA
extra,extra1,20/06/2023,171,sc,l4,l4_oakc,oak,4,0,0,0,0,0,0,0,0,0,0,NA
extra,extra1,20/06/2023,171,sc,k9,k9_oaka,oak,5,0,0,1,0,0,0,0,1,0,0,NA
extra,extra1,20/06/2023,171,sc,l9,l9_oakb,oak,6,0,0,0,0,0,0,0,0,0,0,NA
extra,extra1,20/06/2023,171,sr,l8,l8_birch,birch,1,0,0,0,0,0,0,0,0,0,0,NA
extra,extra1,20/06/2023,171,sr,l8,l8_sycamore,sycamore,2,0,0,0,0,2,0,0,2,0,0,NA
extra,extra1,20/06/2023,171,sr,l4,l4_sycamore,sycamore,3,0,0,2,0,0,0,0,2,0,0,NA
extra,extra1,20/06/2023,171,sr,k9,k9_oakc,oak,4,0,0,0,0,1,0,0,1,0,0,NA
extra,extra1,20/06/2023,171,sr,l3,l3_oaka,oak,5,0,0,1,0,0,0,0,1,0,0,NA
extra,extra1,20/06/2023,171,sr,l9,l9_ash,ash,6,0,0,0,0,0,0,0,0,0,0,NA
extra,extra2,03/05/2023,123,lf,n1,n1_ash,ash,8,0,0,0,0,0,0,0,0,0,0,NA
extra,extra2,06/05/2023,126,fc,n1,n1_ash,ash,33,0,0,0,0,0,0,0,0,0,0,NA
extra,extra2,09/05/2023,129,lf,n1,n1_ash,ash,32,0,0,0,0,0,0,0,0,0,0,NA
extra,extra2,12/05/2023,132,ar,n1,n1_ash,ash,40,0,0,0,0,0,0,0,0,0,0,NA
extra,extra2,15/05/2023,135,ar,n1,n1_ash,ash,12,0,0,0,0,0,0,0,0,0,0,NA
extra,extra2,25/05/2023,145,ar,n1,n1_ash,ash,8,0,0,0,0,0,0,0,0,0,0,NA
extra,extra2,28/05/2023,148,ar,n1,n1_ash,ash,8,13,0,3,0,0,0,0,16,13,0,NA
extra,extra2,04/06/2023,155,ch,n1,n1_ash,ash,11,0,0,0,0,0,0,1,1,0,2,NA
extra,extra2,07/06/2023,158,ca,n1,n1_ash,ash,6,0,0,1,0,1,0,0,2,0,0,NA
extra,extra2,14/06/2023,165,ch,n1,n1_ash,ash,12,0,0,0,0,0,1,0,1,0,0,NA
extra,extra2,03/05/2023,123,lf,n1,n1_hazel,hazel,10,0,0,0,0,0,0,0,0,0,0,NA
extra,extra2,06/05/2023,126,fc,n1,n1_hazel,hazel,31,0,0,0,0,0,0,0,0,0,0,NA
extra,extra2,09/05/2023,129,lf,n1,n1_hazel,hazel,29,0,0,0,0,0,0,0,0,0,1,NA
extra,extra2,12/05/2023,132,ar,n1,n1_hazel,hazel,36,0,0,0,0,0,0,0,0,0,0,NA
extra,extra2,15/05/2023,135,ar,n1,n1_hazel,hazel,8,0,0,0,0,0,0,0,0,0,0,NA
extra,extra2,21/05/2023,141,gl,n1,n1_hazel,hazel,3,3,2,1,0,0,0,0,6,5,0,NA
extra,extra2,25/05/2023,145,ar,n1,n1_hazel,hazel,12,14,0,3,0,0,0,0,17,14,0,NA
extra,extra2,28/05/2023,148,lf,n1,n1_hazel,hazel,6,2,13,2,0,6,0,0,23,15,0,NA
extra,extra2,30/05/2023,150,ar,n1,n1_hazel,hazel,6,7,0,0,0,0,0,0,7,7,0,NA
extra,extra2,04/06/2023,155,lm,n1,n1_hazel,hazel,19,7,7,2,0,2,0,0,18,14,1,NA
extra,extra2,07/06/2023,158,gl,n1,n1_hazel,hazel,6,1,0,0,0,2,0,0,3,1,2,NA
extra,extra2,14/06/2023,165,ch,n1,n1_hazel,hazel,11,0,0,0,0,0,1,0,1,0,0,NA
extra,extra2,03/05/2023,123,lf,n1,n1_oaka,oak,11,0,0,0,0,0,0,0,0,0,0,NA
extra,extra2,06/05/2023,126,lf,n1,n1_oaka,oak,30,0,0,0,0,0,0,0,0,0,0,NA
extra,extra2,09/05/2023,129,lf,n1,n1_oaka,oak,30,1,0,0,0,0,0,0,1,1,0,NA
extra,extra2,12/05/2023,132,ar,n1,n1_oaka,oak,37,0,0,0,0,0,0,0,0,0,0,NA
extra,extra2,15/05/2023,135,ar,n1,n1_oaka,oak,9,0,1,1,0,0,1,0,3,1,0,NA
extra,extra2,18/05/2023,138,fc,n1,n1_oaka,oak,4,3,15,0,1,2,2,0,23,18,1,NA
extra,extra2,21/05/2023,141,gl,n1,n1_oaka,oak,1,14,8,8,1,4,1,0,36,22,1,NA
extra,extra2,25/05/2023,145,ar,n1,n1_oaka,oak,10,10,0,1,0,5,0,0,16,10,0,NA
extra,extra2,28/05/2023,148,lf,n1,n1_oaka,oak,7,8,28,4,1,19,0,0,60,36,0,NA
extra,extra2,30/05/2023,150,ar,n1,n1_oaka,oak,8,1,0,2,0,2,0,0,5,1,0,NA
extra,extra2,04/06/2023,155,lm,n1,n1_oaka,oak,20,8,4,6,0,8,1,0,27,12,0,NA
extra,extra2,07/06/2023,158,lm,n1,n1_oaka,oak,8,3,1,1,0,3,1,0,9,4,0,NA
extra,extra2,14/06/2023,165,lm,n1,n1_oaka,oak,13,0,0,0,0,1,0,0,1,0,0,NA
extra,extra2,03/05/2023,123,lf,n1,n1_sycamore,sycamore,9,0,0,0,0,0,0,0,0,0,0,NA
extra,extra2,06/05/2023,126,fc,n1,n1_sycamore,sycamore,32,0,0,0,0,0,0,0,0,0,0,NA
extra,extra2,09/05/2023,129,lf,n1,n1_sycamore,sycamore,33,0,0,0,0,0,0,0,0,0,0,NA
extra,extra2,12/05/2023,132,ar,n1,n1_sycamore,sycamore,39,0,0,0,0,0,0,0,0,0,0,NA
extra,extra2,15/05/2023,135,ar,n1,n1_sycamore,sycamore,11,0,0,0,0,0,0,0,0,0,0,NA
extra,extra2,25/05/2023,145,ar,n1,n1_sycamore,sycamore,9,8,0,4,0,1,0,0,13,8,0,NA
extra,extra2,28/05/2023,148,ar,n1,n1_sycamore,sycamore,9,13,0,15,0,0,0,0,28,13,0,NA
extra,extra2,30/05/2023,150,ar,n1,n1_sycamore,sycamore,7,0,0,1,0,5,1,0,7,0,3,NA
extra,extra2,04/06/2023,155,ch,n1,n1_sycamore,sycamore,12,10,17,4,1,7,0,18,57,27,17,NA
extra,extra2,07/06/2023,158,sk,n1,n1_sycamore,sycamore,6,0,1,1,0,0,0,0,2,1,2,NA
extra,extra2,14/06/2023,165,sr,n1,n1_sycamore,sycamore,8,0,0,0,0,0,1,0,1,0,2,NA
extra,extra2,03/05/2023,123,lf,n2,n2_ash,ash,3,0,0,0,0,0,0,0,0,0,0,NA
extra,extra2,06/05/2023,126,fc,n2,n2_ash,ash,39,0,0,0,0,0,0,0,0,0,0,NA
extra,extra2,09/05/2023,129,lf,n2,n2_ash,ash,39,0,0,0,0,0,0,0,0,0,0,NA
extra,extra2,12/05/2023,132,ar,n2,n2_ash,ash,3,0,0,0,0,0,0,0,0,0,0,NA
extra,extra2,15/05/2023,135,ar,n2,n2_ash,ash,7,0,0,0,0,0,0,0,0,0,0,NA
extra,extra2,22/05/2023,142,gl,n2,n2_ash,ash,3,1,0,0,0,0,0,0,1,1,0,NA
extra,extra2,25/05/2023,145,ar,n2,n2_ash,ash,2,0,0,0,0,0,0,0,0,0,0,NA
extra,extra2,28/05/2023,148,ar,n2,n2_ash,ash,13,5,0,0,0,1,0,0,6,5,0,NA
extra,extra2,30/05/2023,150,fc,n2,n2_ash,ash,3,0,3,2,0,0,0,0,5,3,0,NA
extra,extra2,04/06/2023,155,ch,n2,n2_ash,ash,15,0,0,1,0,1,0,0,2,0,0,NA
extra,extra2,07/06/2023,158,sk,n2,n2_ash,ash,7,2,0,0,0,1,0,0,3,2,0,NA
extra,extra2,14/06/2023,165,ch,n2,n2_ash,ash,14,0,0,0,0,0,0,0,0,0,1,NA
extra,extra2,20/06/2023,171,sr,n2,n2_ash,ash,2,0,0,0,0,0,1,0,1,0,0,NA
extra,extra2,03/05/2023,123,lf,n2,n2_beech,beech,1,0,0,0,0,0,0,0,0,0,0,NA
extra,extra2,06/05/2023,126,fc,n2,n2_beech,beech,38,0,0,0,0,0,0,0,0,0,0,NA
extra,extra2,09/05/2023,129,lf,n2,n2_beech,beech,38,0,0,0,0,0,0,0,0,0,0,NA
extra,extra2,12/05/2023,132,ar,n2,n2_beech,beech,1,0,0,0,0,0,0,0,0,0,0,NA
extra,extra2,15/05/2023,135,ar,n2,n2_beech,beech,5,0,0,2,0,0,0,0,2,0,0,NA
extra,extra2,22/05/2023,142,gl,n2,n2_beech,beech,1,4,1,0,0,1,0,0,6,5,0,NA
extra,extra2,25/05/2023,145,ar,n2,n2_beech,beech,3,3,0,0,0,0,0,0,3,3,0,NA
